Year,Area,AQI,Rainfall (mm)
2023,Electronic City,62,147 mm
2023,Frazer Town,62,147 mm
2023,Sriramapuram,62,147 mm
2023,Banashankari,62,147 mm
2023,Yeswanthpur,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Jalahalli,62,147 mm
2023,Gunjur,62,147 mm
2023,Jalahalli,62,147 mm
2023,Hebbal,62,147 mm
2023,Halasuru,62,147 mm
2023,Shivajinagar,62,147 mm
2023,HSR Layout,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Sarjapura,62,147 mm
2023,Anekal,62,147 mm
2023,Hebbal,62,147 mm
2023,Anekal,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Hoodi,62,147 mm
2023,Banaswadi,62,147 mm
2023,Banashankari,62,147 mm
2023,Anekal,62,147 mm
2023,Halasuru,62,147 mm
2023,Bettahalasuru,62,147 mm
2023,RMV 2nd Stage,62,147 mm
2023,Whitefield,62,147 mm
2023,Anekal,62,147 mm
2023,Indiranagar,62,147 mm
2023,Indiranagar,62,147 mm
2023,Rajajinagar,62,147 mm
2023,Banashankari,62,147 mm
2023,RT Nagar,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Jalahalli,62,147 mm
2023,Jalahalli,62,147 mm
2023,Banaswadi,62,147 mm
2023,Jayanagar,62,147 mm
2023,Jayanagar,62,147 mm
2023,Basavanagudi,62,147 mm
2023,Jayanagar,62,147 mm
2023,Frazer Town,62,147 mm
2023,Whitefield,62,147 mm
2023,Anekal,62,147 mm
2023,Basaveshwaranagar,62,147 mm
2023,Gandhinagar,62,147 mm
2023,Malleswaram,62,147 mm
2023,Lingarajapuram,62,147 mm
2023,Puradhapalya,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Banaswadi,62,147 mm
2023,Basaveshwaranagar,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Marenahalli,62,147 mm
2023,Mahalakshmi Layout,62,147 mm
2023,Banashankari,62,147 mm
2023,Rajarajeshwari Nagar,62,147 mm
2023,Koramangala,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Sahakaranagara,62,147 mm
2023,Badamanavarthekaval,62,147 mm
2023,Koramangala,62,147 mm
2023,Koramangala,62,147 mm
2023,Koramangala,62,147 mm
2023,Kyalasanahalli,62,147 mm
2023,Krishnarajapuram,62,147 mm
2023,Ramamurthy Nagar,62,147 mm
2023,Sarjapura,62,147 mm
2023,Chikkelluru Ramapura,62,147 mm
2023,Marathahalli,62,147 mm
2023,Basavanagudi,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Lingarajapuram,62,147 mm
2023,Mathikere,62,147 mm
2023,Jayanagar,62,147 mm
2023,Kempapura Agrahara,62,147 mm
2023,Hoodi,62,147 mm
2023,Mahalakshmi Layout,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Baiyyappanahalli,62,147 mm
2023,Malleswaram,62,147 mm
2023,Malleswaram,62,147 mm
2023,Baiyyappanahalli,62,147 mm
2023,Marathahalli,62,147 mm
2023,Anekal,62,147 mm
2023,Baiyyappanahalli,62,147 mm
2023,Mathikere,62,147 mm
2023,Basavanagudi,62,147 mm
2023,Icchanguru,62,147 mm
2023,Byyappanahalli,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Malleswaram,62,147 mm
2023,Mathikere,62,147 mm
2023,Byyappanahalli,62,147 mm
2023,Richmond Town,62,147 mm
2023,Narayanagatta,62,147 mm
2023,Gunjur,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Nagarabhavi,62,147 mm
2023,Nagasandra,62,147 mm
2023,Nagavara,62,147 mm
2023,Mahalakshmi Layout,62,147 mm
2023,Chikkapete,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Rajarajeshwari Nagar,62,147 mm
2023,Icchanguru,62,147 mm
2023,Chikkapete,62,147 mm
2023,Sriramapuram,62,147 mm
2023,RT Nagar,62,147 mm
2023,Jayanagar,62,147 mm
2023,Malleswaram,62,147 mm
2023,Gunjur,62,147 mm
2023,Basavanagudi,62,147 mm
2023,RT Nagar,62,147 mm
2023,RMV 2nd Stage,62,147 mm
2023,Rajajinagar,62,147 mm
2023,Rajajinagar,62,147 mm
2023,Rajajinagar,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Rajarajeshwari Nagar,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Sriramapuram,62,147 mm
2023,Whitefield,62,147 mm
2023,Nagavara,62,147 mm
2023,Ramamurthy Nagar,62,147 mm
2023,Marathahalli,62,147 mm
2023,Richmond Town,62,147 mm
2023,Kengeri,62,147 mm
2023,Sadashivanagar,62,147 mm
2023,Sahakaranagara,62,147 mm
2023,Anekal,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Sarjapura,62,147 mm
2023,Sadashivanagar,62,147 mm
2023,Malleswaram,62,147 mm
2023,Basavanagudi,62,147 mm
2023,Anekal,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Halasuru,62,147 mm
2023,Halasuru,62,147 mm
2023,Chikkapete,62,147 mm
2023,Sriramapuram,62,147 mm
2023,Koramangala,62,147 mm
2023,Lingarajapuram,62,147 mm
2023,Gandhinagar,62,147 mm
2023,Uttarahalli,62,147 mm
2023,Malleswaram,62,147 mm
2023,Bettahalasuru,62,147 mm
2023,Puradhapalya,62,147 mm
2023,Byyappanahalli,62,147 mm
2023,Anekal,62,147 mm
2023,Jayanagar,62,147 mm
2023,RT Nagar,62,147 mm
2023,Anekal,62,147 mm
2023,Gunjur,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Malleswaram,62,147 mm
2023,Nagavara,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Bettahalasuru,62,147 mm
2023,Vidyaranyapura,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Byyappanahalli,62,147 mm
2023,Basavanagudi,62,147 mm
2023,Herohalli,62,147 mm
2023,Chamarajapete,62,147 mm
2023,Austin Town,62,147 mm
2023,Malleswaram,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Whitefield,62,147 mm
2023,Icchanguru,62,147 mm
2023,Jayanagar,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Marathahalli,62,147 mm
2023,Yeswanthpur,62,147 mm
2023,Yeswanthpur,62,147 mm
2024,Hunasamaranahalli,65,150 mm
2024,Koramangala,65,150 mm
2024,Sahakaranagara,65,150 mm
2024,Hebbal,65,150 mm
2024,Anekal,65,150 mm
2024,Anekal,65,150 mm
2024,Nagavara,65,150 mm
2024,Malleswaram,65,150 mm
2024,Icchanguru,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Austin Town,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Mahalakshmi Layout,65,150 mm
2024,Chikkapete,65,150 mm
2024,Jayanagar,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Nagasandra,65,150 mm
2024,Marenahalli,65,150 mm
2024,Chikkapete,65,150 mm
2024,Banashankari,65,150 mm
2024,Banaswadi,65,150 mm
2024,Marenahalli,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Chikkapete,65,150 mm
2024,Chikkapete,65,150 mm
2024,Gandhinagar,65,150 mm
2024,Chikkapete,65,150 mm
2024,Richmond Town,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Bannerughatta,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Basavanagudi,65,150 mm
2024,Chikkapete,65,150 mm
2024,Basaveshwaranagar,65,150 mm
2024,Mahalakshmi Layout,65,150 mm
2024,Haralur,65,150 mm
2024,Frazer Town,65,150 mm
2024,Anekal,65,150 mm
2024,Bettahalasuru,65,150 mm
2024,Rajajinagar,65,150 mm
2024,Byyappanahalli,65,150 mm
2024,Icchanguru,65,150 mm
2024,Byyappanahalli,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,C V Raman Nagar,65,150 mm
2024,Richmond Town,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Chikkapete,65,150 mm
2024,Chamarajapete,65,150 mm
2024,Chamarajapete,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Chikkapete,65,150 mm
2024,Vidyaranyapura,65,150 mm
2024,Bettahalasuru,65,150 mm
2024,Uttarahalli,65,150 mm
2024,Puradhapalya,65,150 mm
2024,Puradhapalya,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Nagavara,65,150 mm
2024,Krishnarajapuram,65,150 mm
2024,Marenahalli,65,150 mm
2024,Bettahalasuru,65,150 mm
2024,Badamanavarthekaval,65,150 mm
2024,Marathahalli,65,150 mm
2024,Sarjapura,65,150 mm
2024,Ramamurthy Nagar,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Electronic City,65,150 mm
2024,Frazer Town,65,150 mm
2024,Sriramapuram,65,150 mm
2024,Banashankari,65,150 mm
2024,Yeswanthpur,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Jalahalli,65,150 mm
2024,Gunjur,65,150 mm
2024,Jalahalli,65,150 mm
2024,Hebbal,65,150 mm
2024,Halasuru,65,150 mm
2024,Shivajinagar,65,150 mm
2024,HSR Layout,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Sarjapura,65,150 mm
2024,Anekal,65,150 mm
2024,Hebbal,65,150 mm
2024,Anekal,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Hoodi,65,150 mm
2024,Banaswadi,65,150 mm
2024,Banashankari,65,150 mm
2024,Anekal,65,150 mm
2024,Halasuru,65,150 mm
2024,Bettahalasuru,65,150 mm
2024,RMV 2nd Stage,65,150 mm
2024,Whitefield,65,150 mm
2024,Anekal,65,150 mm
2024,Indiranagar,65,150 mm
2024,Indiranagar,65,150 mm
2024,Rajajinagar,65,150 mm
2024,Banashankari,65,150 mm
2024,RT Nagar,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Jalahalli,65,150 mm
2024,Jalahalli,65,150 mm
2024,Banaswadi,65,150 mm
2024,Jayanagar,65,150 mm
2024,Jayanagar,65,150 mm
2024,Basavanagudi,65,150 mm
2024,Jayanagar,65,150 mm
2024,Frazer Town,65,150 mm
2024,Whitefield,65,150 mm
2024,Anekal,65,150 mm
2024,Basaveshwaranagar,65,150 mm
2024,Gandhinagar,65,150 mm
2024,Malleswaram,65,150 mm
2024,Lingarajapuram,65,150 mm
2024,Puradhapalya,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Banaswadi,65,150 mm
2024,Basaveshwaranagar,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Marenahalli,65,150 mm
2024,Mahalakshmi Layout,65,150 mm
2024,Banashankari,65,150 mm
2024,Rajarajeshwari Nagar,65,150 mm
2024,Koramangala,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Sahakaranagara,65,150 mm
2024,Badamanavarthekaval,65,150 mm
2024,Koramangala,65,150 mm
2024,Koramangala,65,150 mm
2024,Koramangala,65,150 mm
2024,Kyalasanahalli,65,150 mm
2024,Krishnarajapuram,65,150 mm
2024,Ramamurthy Nagar,65,150 mm
2024,Sarjapura,65,150 mm
2024,Chikkelluru Ramapura,65,150 mm
2024,Marathahalli,65,150 mm
2024,Basavanagudi,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Lingarajapuram,65,150 mm
2024,Mathikere,65,150 mm
2024,Jayanagar,65,150 mm
2024,Kempapura Agrahara,65,150 mm
2024,Hoodi,65,150 mm
2024,Mahalakshmi Layout,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Baiyyappanahalli,65,150 mm
2024,Malleswaram,65,150 mm
2024,Malleswaram,65,150 mm
2024,Baiyyappanahalli,65,150 mm
2024,Marathahalli,65,150 mm
2024,Anekal,65,150 mm
2024,Baiyyappanahalli,65,150 mm
2024,Mathikere,65,150 mm
2024,Basavanagudi,65,150 mm
2024,Icchanguru,65,150 mm
2024,Byyappanahalli,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Malleswaram,65,150 mm
2024,Mathikere,65,150 mm
2024,Byyappanahalli,65,150 mm
2024,Richmond Town,65,150 mm
2024,Narayanagatta,65,150 mm
2024,Gunjur,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Nagarabhavi,65,150 mm
2024,Nagasandra,65,150 mm
2024,Nagavara,65,150 mm
2024,Mahalakshmi Layout,65,150 mm
2024,Chikkapete,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Rajarajeshwari Nagar,65,150 mm
2024,Icchanguru,65,150 mm
2024,Chikkapete,65,150 mm
2024,Sriramapuram,65,150 mm
2024,RT Nagar,65,150 mm
2024,Jayanagar,65,150 mm
2024,Malleswaram,65,150 mm
2024,Gunjur,65,150 mm
2024,Basavanagudi,65,150 mm
2024,RT Nagar,65,150 mm
2024,RMV 2nd Stage,65,150 mm
2024,Rajajinagar,65,150 mm
2024,Rajajinagar,65,150 mm
2024,Rajajinagar,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Rajarajeshwari Nagar,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Sriramapuram,65,150 mm
2024,Whitefield,65,150 mm
2024,Nagavara,65,150 mm
2024,Ramamurthy Nagar,65,150 mm
2024,Marathahalli,65,150 mm
2024,Richmond Town,65,150 mm
2024,Kengeri,65,150 mm
2024,Sadashivanagar,65,150 mm
2024,Sahakaranagara,65,150 mm
2024,Anekal,65,150 mm
2024,Hosamanegalu,65,150 mm
2024,Sarjapura,65,150 mm
2024,Sadashivanagar,65,150 mm
2024,Malleswaram,65,150 mm
2024,Basavanagudi,65,150 mm
2024,Anekal,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Halasuru,65,150 mm
2024,Halasuru,65,150 mm
2024,Chikkapete,65,150 mm
2024,Sriramapuram,65,150 mm
2024,Koramangala,65,150 mm
2024,Lingarajapuram,65,150 mm
2024,Gandhinagar,65,150 mm
2024,Uttarahalli,65,150 mm
2024,Malleswaram,65,150 mm
2024,Bettahalasuru,65,150 mm
2024,Puradhapalya,65,150 mm
2024,Byyappanahalli,65,150 mm
2024,Anekal,65,150 mm
2024,Jayanagar,65,150 mm
2024,RT Nagar,65,150 mm
2024,Anekal,65,150 mm
2024,Gunjur,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Malleswaram,65,150 mm
2024,Nagavara,65,150 mm
2024,Vasanth Nagar,65,150 mm
2024,Bettahalasuru,65,150 mm
2024,Vidyaranyapura,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Vijaya Nagar,65,150 mm
2024,Byyappanahalli,65,150 mm
2024,Basavanagudi,65,150 mm
2024,Herohalli,65,150 mm
2024,Chamarajapete,65,150 mm
2024,Austin Town,65,150 mm
2024,Malleswaram,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Whitefield,65,150 mm
2024,Icchanguru,65,150 mm
2024,Jayanagar,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Shinganayakanahalli,65,150 mm
2024,Marathahalli,65,150 mm
2024,Yeswanthpur,65,150 mm
2024,Yeswanthpur,65,150 mm
